sex,age,region,agglomeration_type,personal_situation,main_profession,employment_status,internet_frequency,cultural_frequency,legality_type,legality_evolution,payment_type,monthly_spending,devices_films_series,vpn_usage,cracked_apps_usage,streaming_download_type,dns_settings_usage,paid_services_access,household_size,children_count,household_status,age_group,generation,children_count_numeric,household_size_numeric,has_children,family_stage,urbanity_bucket,internet_intensity_score,cultural_frequency_score,legality_score,payment_orientation_score,paid_access_score,vpn_score,dns_score,download_risk_score,cracked_apps_score,module_completion_rate,response_depth_score,engagement_score,risk_behavior_score,monetization_score,raw_content_paid_score,raw_content_category_count,raw_device_diversity,raw_illicit_channel_count,raw_illicit_frequency_mean,raw_illicit_method_count,raw_stream_ripping_score,raw_legal_offer_advantage_count,raw_legal_motivation_count,raw_behavioral_coverage_rate,content_depth_score,raw_risk_intensity_score,legal_value_perception_score,paying_user,hybrid_access_user,risky_behavior_user,payment_bucket,access_style,value_tier,high_value_user,under_monetized_engaged_user,consumer_segment,consumer_profile
Female,23,Pays de la Loire,Rural isolé,actif,Professions intermédiaires de la santé et du travail social,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.8,0.0,0.1,1.0,5,3,2,4.0,2,5.0,0,0,0.21708185053380782,0.2713745551601423,9.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen Z | Free-oriented | without children
Female,22,Provence-Alpes-Côte d’Azur,Rural périurbain,Primo-demandeur,,,3 à 5 fois par semaine,,,autant légale,,60.0,,occasionnellement,Non,souvent gratuit,De temps en temps,abonné,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,5,0.0,0.0,0.0,2.0,2,1,2.0,0.0,0.7,7,0.5214285714285715,5.0,0.5,3.0,2,0,0,1.5,2,2.3333333333333335,0,0,0.08185053380782918,0.09955516014234875,4.333333333333334,0,True,False,True,Free-oriented,Unspecified,Top spender,True,False,Risk-Oriented Free Users,Gen Z | Free-oriented | without children
Female,21,Bourgogne-Franche-Comté,Rural isolé,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,100.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,Non,3 personnes,1,couple,18-24,Gen Z,1,3,True,Family with children,Rural,7,4.0,1.0,1.0,0.0,1,0,0.0,0.0,1.0,10,1.0,1.0,0.4,1.5,4,4,2,2.0,2,4.666666666666667,0,0,0.20640569395017794,0.23692170818505337,8.666666666666668,0,True,False,True,Free-oriented,Legal Free,Top spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | with children
Male,73,Grand Est,Ville moyenne (50k–100k hab.),retraite,Employés de commerce,,1 fois par jour ou presque,,,autant légale,,0.0,,jamais,Non,souvent gratuit,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,65+,Boomer+,0,2,False,Couple without children,Urban,6,0.0,0.0,0.0,1.0,0,0,2.0,0.0,0.7,7,0.3857142857142857,2.0,0.1,1.0,2,1,0,0.0,0,3.0,0,0,0.03914590747330961,0.09299377224199289,3.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,23,Auvergne-Rhône-Alpes,Rural isolé,chômeur,Professions intermédiaires de la santé et du travail social,Salarié du privé ou association,1 fois par jour ou presque,Tous les jours ou presque,Souvent légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,Autant,De temps en temps,compte partagé,3 personnes,Aucun,couple,18-24,Gen Z,0,3,False,Couple without children,Rural,6,4.0,2.0,1.0,1.0,0,1,1.0,0.0,1.0,10,0.7357142857142857,2.0,0.2,1.1666666666666667,6,4,7,3.0,5,3.6666666666666665,0,0,0.35231316725978645,0.3556939501779359,15.666666666666666,0,False,True,True,Free-oriented,Hybrid,Non-spender,False,True,Heavy Free Users,Gen Z | Free-oriented | without children
Female,19,Grand Est,Rural isolé,étudiant,,,Plusieurs fois par jour,,,davantage légale,,20.0,,occasionnellement,Non,payante,Jamais,abonné,4 personnes,Aucun,couple,18-24,Gen Z,0,4,False,Couple without children,Rural,7,0.0,0.0,0.0,2.0,2,0,0.0,0.0,0.7,7,0.65,2.0,0.5,1.0,3,3,1,4.0,1,5.0,0,0,0.1494661921708185,0.17608985765124555,7.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | without children
Male,21,Occitanie,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent gratuit,50.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,4 personnes,Aucun,enfant,18-24,Gen Z,0,4,False,Single / other,Rural,7,4.0,1.0,2.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.7,2.8,10,18,0,0.0,0,5.0,0,0,0.19572953736654805,0.5462188612099644,5.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,20,Provence-Alpes-Côte d’Azur,Rural isolé,étudiant,,,Plusieurs fois par jour,1 à 3 fois par mois,Légale,davantage légale,gratuit,15.0,,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,2.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,0.825,0.0,0.6000000000000001,1.0,6,6,0,0.0,0,5.0,0,0,0.1387900355871886,0.3041370106761566,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,18,Provence-Alpes-Côte d’Azur,Paris et grandes métropoles,homme au foyer,,,Moins souvent,,,autant légale,,300.0,,ancien utilisateur,Non,souvent gratuit,Régulièrement,compte partagé,1 personne,1,célibataire,18-24,Gen Z,1,1,True,Family with children,Metro,1,0.0,0.0,0.0,1.0,1,2,2.0,0.0,0.7,7,0.2642857142857143,5.0,0.4,1.0,1,1,0,0.0,0,3.0,0,0,0.03558718861209965,0.05442615658362989,3.0,0,True,False,True,Free-oriented,Unspecified,Top spender,True,False,Casual Value Seekers,Gen Z | Free-oriented | with children
Female,21,Nouvelle-Aquitaine,Bourg / petite agglomération,actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,25.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Other,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,1.0,2,4,0,0.0,0,5.0,0,0,0.060498220640569395,0.11814946619217082,5.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,24,Île-de-France,Autres / hors unité urbaine,chômeur,Artisans (moins de 10 salariés),Travaille pour un membre de la famille non rémunéré,1 fois par mois,,,,,0.0,,ancien utilisateur,Non,Autant,De temps en temps,,7 personnes,Aucun,célibataire,18-24,Gen Z,0,7,False,Single / other,Other,2,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.6,6,0.12857142857142856,3.0,0.0,0.0,0,0,0,0.0,0,3.0,0,0,0.010676156583629894,0.003202846975088968,3.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,18,Auvergne-Rhône-Alpes,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Souvent légale,davantage légale,gratuit,10.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,compte partagé,5 personnes,2,enfant,18-24,Gen Z,2,5,True,Family with children,Rural,7,4.0,2.0,1.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.5,1.4285714285714286,7,7,4,3.0,6,4.666666666666667,0,0,0.36298932384341637,0.41514679715302494,14.666666666666668,0,True,True,True,Free-oriented,Hybrid,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,23,Hauts-de-France,Rural isolé,étudiant,,,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,4 personnes,1,célibataire,18-24,Gen Z,1,4,True,Family with children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,20,Pays de la Loire,Rural isolé,actif,Employés de commerce,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,20.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Rural,7,4.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.6000000000000001,2.6,5,4,0,0.0,0,4.333333333333333,0,0,0.11387900355871886,0.24666370106761565,4.333333333333333,0,True,False,True,Free-oriented,Legal Free,Mid spender,True,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,24,Auvergne-Rhône-Alpes,Rural isolé,actif,Ingénieurs et cadres techniques d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,payante,40.0,Sur d’autres appareils,jamais,Non,souvent payante,Jamais,abonné,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,4.0,1.0,5.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,1.0,4.25,8,6,7,4.0,4,4.666666666666667,0,0,0.35231316725978645,0.4431939501779359,15.666666666666668,0,True,False,True,Paid-oriented,Legal Paid,High spender,True,False,Premium Legal Users,Gen Z | Paid-oriented | without children
Female,44,Nouvelle-Aquitaine,Rural isolé,actif,Professions intermédiaires administratives de la fonction publique,Chef d'entreprise à son compte,Plusieurs fois par jour,1 à 3 fois par mois,Légale,davantage légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,compte partagé,3 personnes,2,célibataire,35-49,Millennial,2,3,True,Family with children,Rural,7,2.0,1.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.625,0.0,0.1,0.0,0,0,0,0.0,0,0.0,0,7,0.0498220640569395,0.01494661921708185,0.0,7,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Male,18,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Commerçants et assimilés (moins de 10 salariés),Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,10.0,,régulièrement,Non,souvent payante,Jamais,abonné,5 personnes,Aucun,enfant,18-24,Gen Z,0,5,False,Single / other,Rural,7,0.0,0.0,0.0,2.0,3,0,0.0,0.0,0.7,7,0.65,3.0,0.5,1.0,1,2,0,0.0,0,4.333333333333333,0,0,0.03558718861209965,0.060676156583629896,4.333333333333333,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,22,Hauts-de-France,Rural isolé,homme au foyer,,,Plusieurs fois par jour,,,autant légale,,20.0,,jamais,Non,payante,Jamais,compte partagé,3 personnes,1,couple,18-24,Gen Z,1,3,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,3.0,2,4,0,0.0,0,5.0,0,0,0.060498220640569395,0.11814946619217082,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Male,19,Provence-Alpes-Côte d’Azur,Rural isolé,étudiant,,,3 à 5 fois par semaine,Tous les jours ou presque,Légale,davantage légale,payante,600.0,,régulièrement,Non,Gratuit,De temps en temps,compte partagé,5 personnes,3,enfant,18-24,Gen Z,3,5,True,Family with children,Rural,5,4.0,1.0,5.0,1.0,3,1,3.0,0.0,1.0,10,0.8714285714285714,7.0,0.8999999999999999,3.4,5,5,0,0.0,0,1.0,0,0,0.13523131672597866,0.2593193950177936,1.0,0,True,False,True,Paid-oriented,Legal Paid,Top spender,True,False,Low Engagement Users,Gen Z | Paid-oriented | with children
Male,23,Île-de-France,Autres / hors unité urbaine,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Autant,autant légale,gratuit,50.0,Sur d’autres appareils,régulièrement,Non,Gratuit,De temps en temps,Non,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Other,7,4.0,3.0,1.0,0.0,3,1,3.0,0.0,1.0,10,1.0,7.0,0.4,1.1666666666666667,6,11,4,0.0,7,1.6666666666666667,0,0,0.298932384341637,0.3834297153024911,12.666666666666666,0,True,True,True,Free-oriented,Hybrid,High spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | without children
Female,18,Hauts-de-France,Rural isolé,actif,Ouvriers agricoles et assimilés,Chef d’entreprise salarié / gérant / PDG,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,20.0,,régulièrement,Oui,Gratuit,Je ne sais pas ce que c’est,abonné,1 personne,1,célibataire,18-24,Gen Z,1,1,True,Family with children,Rural,7,4.0,1.0,1.0,2.0,3,0,3.0,3.0,1.0,10,1.0,9.0,0.6000000000000001,1.0,3,10,0,0.0,0,1.0,0,0,0.08540925266903915,0.20062277580071172,1.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Male,23,Bourgogne-Franche-Comté,Rural périurbain,actif,Employés administratifs d'entreprise,Chef d'entreprise à son compte,Plusieurs fois par jour,1 à 5 fois par semaine,Souvent légale,autant légale,autant,45.0,,régulièrement,Non,souvent gratuit,De temps en temps,abonné,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,3.0,2.0,3.0,2.0,3,1,2.0,0.0,1.0,10,0.9124999999999999,6.0,0.8,3.4285714285714284,7,15,9,1.3333333333333333,20,1.6666666666666667,0,0,0.4626334519572954,0.4950400355871886,30.666666666666668,0,True,True,True,Balanced,Hybrid,High spender,True,False,Hybrid Monetizers,Gen Z | Balanced | without children
Male,21,Occitanie,Bourg / petite agglomération,actif,Artisans (moins de 10 salariés),Salarié d’un particulier,Plusieurs fois par jour,,,davantage légale,,15.0,,ancien utilisateur,Non,payante,Jamais,abonné,5 personnes,2,célibataire,18-24,Gen Z,2,5,True,Family with children,Other,7,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0.7,7,0.65,1.0,0.5,3.0,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Male,22,Grand Est,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,ancien utilisateur,,,Je ne sais pas ce que c’est,abonné,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Rural,7,4.0,1.0,0.0,2.0,1,0,0.0,0.0,0.7,7,0.8,1.0,0.2,0.0,0,0,0,0.0,0,0.0,0,4,0.0498220640569395,0.01494661921708185,0.0,4,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,18,Bourgogne-Franche-Comté,Rural isolé,actif,Artisans (moins de 10 salariés),Chef d'entreprise à son compte,Plusieurs fois par jour,,,moins légale,,200.0,,régulièrement,Oui,Gratuit,Régulièrement,,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,3,2,3.0,3.0,0.6,6,0.65,11.0,0.3,1.0,2,2,0,0.0,0,1.6666666666666667,0,0,0.060498220640569395,0.1056494661921708,1.6666666666666667,0,True,False,True,Free-oriented,Unspecified,Top spender,True,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,19,Île-de-France,Autres / hors unité urbaine,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,occasionnellement,,,Je ne sais pas ce que c’est,compte partagé,4 personnes,1,célibataire,18-24,Gen Z,1,4,True,Family with children,Other,7,4.0,1.0,0.0,1.0,2,0,0.0,0.0,0.7,7,0.8,2.0,0.1,0.0,0,0,0,0.0,0,0.0,0,5,0.0498220640569395,0.01494661921708185,0.0,5,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,21,Auvergne-Rhône-Alpes,Rural isolé,chômeur,Employés civils et agents de service publics,Salarié d’un particulier,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,15.0,,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Rural,7,4.0,1.0,1.0,0.0,1,0,0.0,0.0,0.9,9,1.0,1.0,0.4,1.5,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,20,Occitanie,Paris et grandes métropoles,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent payante,50.0,,jamais,Non,payante,Jamais,abonné,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Metro,7,4.0,1.0,4.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.9000000000000001,3.5,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,True,False,True,Paid-oriented,Legal Paid,High spender,True,False,Premium Legal Users,Gen Z | Paid-oriented | without children
Female,20,Grand Est,Rural isolé,étudiant,,,Plusieurs fois par jour,,,autant légale,,20.0,,occasionnellement,Oui,Autant,De temps en temps,,5 personnes,Aucun,enfant,18-24,Gen Z,0,5,False,Single / other,Rural,7,0.0,0.0,0.0,0.0,2,1,1.0,3.0,0.6,6,0.65,7.0,0.3,2.5,6,4,1,2.0,6,2.6666666666666665,0,0,0.3274021352313167,0.348220640569395,9.666666666666666,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | without children
Male,35,Occitanie,Bourg / petite agglomération,actif,Ingénieurs et cadres techniques d'entreprise,Chef d’entreprise salarié / gérant / PDG,3 à 5 fois par semaine,,,autant légale,,25.0,,occasionnellement,Oui,souvent payante,Jamais,abonné,2 personnes,1,couple,35-49,Millennial,1,2,True,Family with children,Other,5,0.0,0.0,0.0,2.0,2,0,0.0,3.0,0.7,7,0.5214285714285715,5.0,0.5,2.0,1,1,0,0.0,0,4.0,0,0,0.03558718861209965,0.05442615658362989,4.0,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Casual Value Seekers,Millennial | Free-oriented | with children
Female,23,Occitanie,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent payante,20.0,Sur d’autres appareils,occasionnellement,Non,payante,Je ne sais pas ce que c’est,abonné,6 personnes,3,enfant,18-24,Gen Z,3,6,True,Family with children,Rural,7,4.0,1.0,4.0,2.0,2,0,0.0,0.0,1.0,10,1.0,2.0,0.9000000000000001,3.0,4,5,0,0.0,0,5.0,0,0,0.08896797153024912,0.20794039145907472,5.0,0,True,False,True,Paid-oriented,Legal Paid,Mid spender,True,False,Low Engagement Users,Gen Z | Paid-oriented | with children
Female,23,Bourgogne-Franche-Comté,Rural isolé,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d'entreprise à son compte,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent gratuit,30.0,Sur d’autres appareils,jamais,Non,souvent payante,Je ne sais pas ce que c’est,abonné,4 personnes,2,couple,18-24,Gen Z,2,4,True,Family with children,Rural,7,4.0,1.0,2.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.7,2.3333333333333335,6,13,3,3.0,1,3.3333333333333335,0,0,0.20640569395017794,0.3681717081850534,7.333333333333334,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Hybrid Monetizers,Gen Z | Free-oriented | with children
Female,20,Bourgogne-Franche-Comté,Rural périurbain,actif,Chefs d'entreprise de 10 salariés ou plus,Chef d'entreprise à son compte,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,davantage légale,gratuit,15.0,,jamais,Non,souvent payante,Je ne sais pas ce que c’est,abonné,2 personnes,Aucun,couple,18-24,Gen Z,0,2,False,Couple without children,Rural,7,3.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.6000000000000001,3.0,8,12,0,0.0,0,4.666666666666667,0,0,0.16725978647686832,0.42517793594306047,4.666666666666667,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,22,Provence-Alpes-Côte d’Azur,Rural périurbain,Primo-demandeur,,,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,,0.0,,ancien utilisateur,,,Jamais,compte partagé,3 personnes,Aucun,célibataire,18-24,Gen Z,0,3,False,Single / other,Rural,7,3.0,1.0,0.0,1.0,1,0,0.0,0.0,0.7,7,0.7124999999999999,1.0,0.1,0.0,0,0,0,0.0,0,0.0,0,4,0.0498220640569395,0.01494661921708185,0.0,4,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,19,Grand Est,Rural isolé,étudiant,,,Plusieurs fois par jour,,,autant légale,,0.0,,occasionnellement,,,De temps en temps,compte partagé,4 personnes,2,enfant,18-24,Gen Z,2,4,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,2,1,0.0,0.0,0.5,5,0.45,3.0,0.1,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,24,Île-de-France,Autres / hors unité urbaine,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,moins légale,souvent gratuit,15.0,Sur d’autres appareils,occasionnellement,Non,Autant,De temps en temps,abonné,4 personnes,Aucun,couple,18-24,Gen Z,0,4,False,Couple without children,Other,7,3.0,1.0,2.0,2.0,2,1,1.0,0.0,1.0,10,0.9124999999999999,4.0,0.7,1.8571428571428572,7,6,2,0.0,1,3.3333333333333335,0,0,0.20284697508896798,0.3608540925266904,6.333333333333334,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,18,Occitanie,Rural isolé,étudiant,,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,abonné,4 personnes,Aucun,célibataire,18-24,Gen Z,0,4,False,Single / other,Rural,7,4.0,1.0,0.0,2.0,0,0,0.0,0.0,0.7,7,0.8,0.0,0.2,0.0,0,0,0,0.0,0,0.0,0,5,0.0498220640569395,0.01494661921708185,0.0,5,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,28,Auvergne-Rhône-Alpes,Rural périurbain,Primo-demandeur,,,Plusieurs fois par jour,Tous les jours ou presque,Souvent légale,autant légale,,0.0,,occasionnellement,,,Jamais,abonné,3 personnes,2,couple,25-34,Gen Z,2,3,True,Family with children,Rural,7,4.0,2.0,0.0,2.0,2,0,0.0,0.0,0.7,7,0.8,2.0,0.2,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,True,False,Free-oriented,Hybrid,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Male,18,Île-de-France,Autres / hors unité urbaine,Primo-demandeur,,,Plusieurs fois par jour,,,autant légale,,0.0,,ancien utilisateur,,,De temps en temps,compte partagé,3 personnes,2,célibataire,18-24,Gen Z,2,3,True,Family with children,Other,7,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.5,5,0.45,2.0,0.1,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,24,Île-de-France,Autres / hors unité urbaine,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,payante,30.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,4 personnes,Aucun,célibataire,18-24,Gen Z,0,4,False,Single / other,Other,7,4.0,1.0,5.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.8999999999999999,2.6666666666666665,3,4,0,0.0,0,5.0,0,0,0.06405693950177936,0.15671708185053382,5.0,0,True,False,True,Paid-oriented,Legal Paid,High spender,True,False,Premium Legal Users,Gen Z | Paid-oriented | without children
Female,21,Nouvelle-Aquitaine,Grande ville (100k–500k hab.),actif,Ouvriers non qualifiés artisanaux,Salarié de la Sécurité sociale,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,50.0,Sur d’autres appareils,jamais,Non,Autant,Jamais,compte partagé,4 personnes,2,enfant,18-24,Gen Z,2,4,True,Family with children,Urban,7,4.0,1.0,1.0,1.0,0,0,1.0,0.0,1.0,10,1.0,1.0,0.5,3.625,8,10,0,0.0,0,4.333333333333333,0,0,0.16725978647686832,0.41267793594306046,4.333333333333333,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
Female,19,Provence-Alpes-Côte d’Azur,Rural isolé,étudiant,,,Plusieurs fois par jour,,,davantage légale,,0.0,,ancien utilisateur,,,Je ne sais pas ce que c’est,,3 personnes,Aucun,enfant,18-24,Gen Z,0,3,False,Single / other,Rural,7,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.4,4,0.45,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,24,Nouvelle-Aquitaine,Rural isolé,chômeur,Services directs aux particuliers,Salarié d’entreprise publique,Plusieurs fois par jour,,,davantage légale,,70.0,,jamais,Non,Autant,Je ne sais pas ce que c’est,abonné,4 personnes,2,couple,18-24,Gen Z,2,4,True,Family with children,Rural,7,0.0,0.0,0.0,2.0,0,0,1.0,0.0,0.7,7,0.65,1.0,0.5,1.75,4,3,0,0.0,0,3.3333333333333335,0,0,0.08896797153024912,0.1954403914590747,3.3333333333333335,0,True,False,True,Free-oriented,Unspecified,Top spender,True,False,Low Engagement Users,Gen Z | Free-oriented | with children
